id,title,overview,poster_path
111625,Dash & Lily,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",/2VsVifJ5OCJ9L2419ZPPoGbD4up.jpg
61602,Cumbia Ninja,"In a major slum called La Colina, young idealist Hache and his friends will confront the drug dealers who control the neighborhood. They will succeed with the help of music, an old Chinese ninja master and a mythical character who also lives in La Colina. Simultaneously, Juana will find shelter there as she runs away from her family's assassins.",/goI7BLDZ9WBm3WxBh7CqulP1ENl.jpg
1437,Firefly,"In the year 2517, after the arrival of humans in a new star system, follow the adventures of the renegade crew of Serenity, a ""Firefly-class"" spaceship. The ensemble cast portrays the nine characters who live on Serenity.",/vZcKsy4sGAvWMVqLluwYuoi11Kj.jpg
84200,Justice League Unlimited,"Justice League Unlimited is an American animated television series that was produced by Warner Bros. Animation and aired on Cartoon Network. Featuring a wide array of superheroes from the DC Comics universe, and specifically based on the Justice League superhero team, it is a direct sequel to the previous Justice League animated series.",/krZRu80TcRBcYzkcA1f9Jbxfs7W.jpg
65320,SKAM,"The story of young teenagers and pupils from Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.",/89oewcrhN9fixEXxTWgL9X2TUGS.jpg
14929,Heartland,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",/uc2gtWczT58BiAUJWFz9P5aZmNF.jpg
115036,The Book of Boba Fett,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,/gNbdjDi1HamTCrfvM9JeA94bNi2.jpg
71446,Money Heist,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg
655,Star Trek: The Next Generation,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",/m8Jp435AhUBmltmPyP5LOYjc80V.jpg
63767,She Was Pretty,"Ji Sung Joon has a crush on the most beautiful girl in town, Kim Hye Jin - the only problem is, he's unattractive and lacks self-esteem. As fate would have it, years later Sung Joon grows up to be not only successful, but extremely attractive. However, when he runs into his first love Hye Jin, she has become unattractive and poor. Can their love transcend the vanity they both associated with each other?",/sIsUgKIFYAASpvvV5Aaip2xa7Zd.jpg
39218,Puella Magi Madoka Magica,"She has a loving family and best friends, laughs and cries from time to time... Madoka Kaname, an eighth grader of Mitakihara middle school, is one of those who lives such a life. One day, she had a very magical encounter. She doesn't know if it happened by chance or by fate yet. This is a fateful encounter that can change her destiny. This is a beginning of the new story of the magical witch girls.",/1Mz2HZ2vHwi5Oo9rciDqcVhMmhz.jpg
61611,Pinocchio,"Amidst a sea of young news reporters competing for the next scoop, Choi In Ha finds herself in a tricky position, as she cannot tell a lie without a dead giveaway: breaking into a violent hiccup. Meanwhile, first-year reporter Choi Dal Po proves his remarkable memory and communication skills by downplaying his good looks with a dumpy veneer of bad hair and clothing. But in a world where hard facts rule, how far can you get by lying?",/i97YOqvylMMkiNzi4l5yyEVbYQi.jpg
34791,Claymore,"When a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys.

As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.",/rQt8X4kjBxah0laGwUVJISf1086.jpg
84231,Wayne,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",/z8E1ZKTDhz477wjkT9ttIRmiVOc.jpg
1063,Samurai Champloo,"Break-dancing but fierce warrior Mugen has to deal with the cold-blooded and conceited Jin, a samurai who believes he is above all. These sworn enemies are brought together by Fuu for a special task.",/lYpHeSm7BcUxAbBx1ucuEH7oGAe.jpg
90630,Juntos El Corazón Nunca Se Equivoca,,/26cHDc2FmAjNRMTxgU0abvRp9Ke.jpg
42009,Black Mirror,"A contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world. 

Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",/7PRddO7z7mcPi21nZTCMGShAyy1.jpg
67667,Beyblade Burst,,/fG7BHxDlntPyB57UuNo9sXmAmLV.jpg
113558,Pandillas guerra y paz,,/nw9NEDyh4VqzU23EPHtrhafHifj.jpg
97525,To Your Eternity,"In the beginning, an ""orb"" is cast unto Earth. ""It"" can do two things: change into the form of the thing that stimulates ""it""; and come back to life after death. ""It"" morphs from orb to rock, then to wolf, and finally to boy, but roams about like a newborn who knows nothing. As a boy, ""it"" becomes Fushi. Through encounters with human kindness, Fushi not only gains survival skills, but grows as a ""person"". But his journey is darkened by the inexplicable and destructive enemy Nokker, as well as cruel partings with the people he loves.",/lA2jRBubr2OLOlbkJXuBXYqv4A9.jpg
45213,Usagi Drop,"By force of circumstances, a 30-year-old single man with a full-time job suddenly starts raising a 6-year-old girl. While running each other ragged, the two of them gradually grow into a ""family"".",/nMeOuxeY1Djly3xIFoam2H5tU0Q.jpg
288,¡Mucha Lucha!,"¡Mucha Lucha! is an American-Canadian animated television series created by Eddie Mort and Lili Chin. The show is set in a town centered around lucha libre and follows the adventures of three children, Rikochet, The Flea and Buena Girl, as they struggle through the Foremost World-Renowned International School of Lucha, where they study.",/w12B6di7moo2otX4X4y3y3gKagz.jpg
71694,Snowfall,"Los Angeles. 1983. A storm is coming and it's name is crack. Set against the infancy of the crack cocaine epidemic and its ultimate radical impact on the culture as we know it, the story follows numerous characters on a violent collision course.",/ox67NV3aOCSFHialy9MCtHtCi2l.jpg
8974,Hell Girl,"A supernatural system allows people to take revenge by having other people sent to Hell via the services of a mysterious entity and her assistants who implement this system. Revenge, injustice, hatred, and the nature of human emotions are common themes throughout the series.",/uVTEDBfShlc03kWAirOnjwW37D0.jpg
97727,Inside Job,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",/onf4RsFiu9ZkitnkXN4tto6Kjyd.jpg
13579,The Blue Planet,David Attenborough narrates a natural history of the oceans.,/n6Nj3WMrwFdA5x6FasE4vLCoQAs.jpg
16420,Boys Over Flowers,A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.,/Apn2ccFuy7uahKAd0Kb9DbQQvNY.jpg
66082,Another Miss Oh,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,/AuMXoI73dzYaHHTfpSEM7G6C09Q.jpg
61901,Death Parade,"There is a place after death that’s neither heaven nor hell. A bar that serves you one chance to win. You cannot leave until the game is over, and when it is, your life may be too. From Studio Madhouse (Death Note, Black Lagoon) comes a thrilling new series where the stakes are high and the rules are simple: your life is on the line.",/qeD9wDenN7CPA99FScSErJCvcWb.jpg
60622,Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",/9ZIhl17uFlXCNUputSEDHwZYIEJ.jpg
17638,Más Sabe el Diablo,"Más Sabe el Diablo is a Spanish-language telenovela produced by the United States-based television network Telemundo. This melodrama features lovers embroiled in intrigue, betrayal, vengeance and unbridled passion. It stars Gaby Espino, Jencarlos Canela and Miguel Varoni. Telemundo says that about 1 million people tuned in each weeknight.

Set in New York, the serial features the street-wise Ángel, who treats life as a game he plays to win. He tangles with the power-hungry Martín, who is engaged to a stunning, feisty lawyer named Manuela. She decides to defend Ángel, even though Martín wants to destroy him. Neither of the men know that Ángel is Martín's own son. Our hero learns that love is the only key to survival.

Telemundo aired the serial Mondays through Fridays from May 25, 2009 premiere to February 12, 2010 finale. As with most of its other soap operas, the network broadcasts English subtitles as closed captions on CC3. This show's working title was ¿Por qué diablos?, which is the name of a 1999 Colombian telenovela it is based on. A compressed version titled “Más Sabe el Diablo the Remix” will air with English language subtitles on the cable network mun2.",/rp9ZkEeeH4RMoBONDrXAJ4JJigb.jpg
849,Monty Python's Flying Circus,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",/p91aop04lAeAklz32RXAMEWftQh.jpg
72509,Tsuredure Children,"A series depicting various scenarios of young love. These stories range from a boy, crippled by his absolute lack of confidence in himself, cannot even accept the fact that the girl of his dreams actually asked him out on a date, to the near-psychotic girl that pours her own blood into her homemade chocolate in order to win his heart.",/h0CFXdzAJ7uQhUDtjhe7TyHLHRt.jpg
900,Skins,"Irreverent comedy drama which follows the messy lives, loves, delirious highs and inevitable lows of a group of raucous teenage friends in Bristol.",/uDcn240WpL0nIDjYlP9tXTGl9zh.jpg
115004,Mare of Easttown,A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.,/78aK4Msbr22A5PGa6PZV0pAvdwf.jpg
46648,True Detective,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",/aowr4xpLP5sRCL50TkuADomJ98T.jpg
16946,Life,"David Attenborough looks at the extraordinary ends to which animals and plants go in order to survive. Featuring epic spectacles, amazing TV firsts and examples of new wildlife behaviour.",/lk6lrS81gDVGMAErTwEL9308kq1.jpg
37863,Fullmetal Alchemist,"Two young brothers are raised as alchemists, but when they are severely injured trying to perform a forbidden act, they begin searching for the one thing that can save them; the fabled philosopher's stone.",/elKWrsRJUjhbCZbJuGuSd3CvW63.jpg
16286,"Yo soy Betty, la fea","Yo soy Betty, la fea is a telenovela filmed in Colombia, written by Fernando Gaitán and produced from October 25, 1999 to May 8, 2001 by the Colombian network RCN. More than a dozen versions of the telenovela have been made in other countries. In the United States, both the comedy-drama hit Ugly Betty and Televisa program La Fea Más Bella are based on the Colombian soap opera.

Betty, la Fea re-aired on Spanish-language U.S. network TeleFutura in January 2009. Eight years after the telenovela's original run, the highly anticipated return of the original version of Yo Soy Betty, La Fea delivered impressive ratings for the network, attracting over one million viewers, more than half a million of which were adults aged 18–49. In addition, the premiere episode doubled and in some cases nearly tripled its prior audience among all key demographics.

Due to the success of re-runs aired in the United States, in June 2009, Yo soy Betty, la fea re-aired in México on Canal de las Estrellas.

Betty, la Fea is arguably the most successful telenovela of all time and one of the most popular television shows in the world. It is the first telenovela to have been remade worldwide and has been regarded as bringing the telenovela to new levels of success.",/iEBOiXiDGaxVR6w8aKgG5MEusuO.jpg
103847,MATARIFE,"Matarife, an unmentionable genocide | The series has generated great controversy in Colombia because it exposes former president Alvaro Uribe Vélez in its plot like never before.",/56EmervWIF4pOckHpwo89mb3pWI.jpg
61852,Henry Danger,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",/lNLczVun5zP0a6ct5pZGghBpBkV.jpg
4336,Drawn Together,"The world's first animated reality series gathers icons from all corners of the cartoon universe and lets them loose, with plenty of cameras to catch their exploits. Here's what happens when eight cartoon characters stop being polite and start getting real.",/r905cmZBmAXCpsFVexvRCGfXSkh.jpg
101972,Our Last Crusade or the Rise of a New World,"For years, a great war has raged on between the scientifically advanced Empire and a paradise of witches known as the Nebulis Sovereignty. This age-old battle sets the scene for a fateful encounter between two young combatants: an imperial swordsman, Iska, and the witch princess, Aliceliese. As sworn enemies, they vow to cut each other down in order to unite their worlds, and yet Iska finds himself entranced by her beauty and righteousness, while Aliceliese is moved by his strength and resolve. In the midst of a never-ending war that forbids them from being together, they have no choice but to destroy each other-or find another way.",/1VtaTXsHTRfh8m49OVJfMb4JVuh.jpg
61720,Violetta,"A musically talented teenager returns to her native Buenos Aires with her father, Herman, after living in Europe for several years, navigating the trials and tribulations of growing up.",/b3MUGJeKakAZwQa7lNJxTP1pJmD.jpg
1622,Supernatural,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg
46922,Ben 10: Omniverse,"A year after the events that took place during the ""Final Battle"" and after the destruction of Omnitrix, 16-year-old Ben Tennyson has to face new enemies.",/Re9I5tauOspaJxYCIqRqavKT4F.jpg
679,Xiaolin Showdown,"Xiaolin Showdown is an American animated television series that aired on Kids WB and was created by Christy Hui. Set in a world where martial arts battles and Eastern magic are commonplace, the series follows four young warriors in training that battle the forces of evil. They do this by protecting Shen Gong Wu from villains that would use them to conquer the world.

Originally airing on the Kids' WB block of programming on WB Network in 2003, the series ran for 3 seasons and 52 episodes. Typical episodes revolve around a specific Shen Gong Wu being revealed which results in both sides racing to find it. Episodes usually reach a head when one good and one evil character must challenge each other to a magical duel called a Xiaolin Showdown for possession of the artifact.

A sequel series titled Xiaolin Chronicles was previewed on August 26, 2013 on Disney XD. It began its long-term run on September 14 the same year.",/A5i8MBDgl6hi9MmUVGGAZPccNJC.jpg
88236,How to Sell Drugs Online (Fast),"How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, they’re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",/szk2hXe7etcSgyp6WxXCW1an301.jpg
87428,Why Women Kill,"Three women living in three different decades: a housewife in the '60s, a socialite in the '80s and a lawyer in 2018, deal with infidelity in their marriages.",/fI3E1G5N8oimMeyYn5UzWRT2cST.jpg
1087,Serial Experiments Lain,"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",/ej3tcxv2YYVWy6WoOeWZTcrkiI8.jpg
114395,A Love So Beautiful,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",/mNFn1UcwF9ABWS5RrjoZP12z267.jpg
1891,Rome,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,/1A1BwgWO3Sw379VEhR0vkTuE3XW.jpg
80752,See,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",/A6dnHWe8YYcoFBHzP7T6WPP4b6F.jpg
2913,Are You Afraid of the Dark?,"Are You Afraid of the Dark? is a joint Canadian-American horror/fantasy-themed anthology television series. The original series was a joint production between the Canadian company Cinar and the American company Nickelodeon.

The episode ""The Tale of the Twisted Claw"" was aired as a pilot on the evening of October 31, 1991 in the USA and in October 1990 in Canada. Are You Afraid of the Dark? was aired from August 15, 1992 to April 20, 1996 on Nickelodeon's SNICK. The series also aired on the Canadian television network YTV from October 30, 1990 until June 11, 2000.

A revived series with new directors, writers, and cast was produced by Nickelodeon from 1999 to 2000 and also aired on SNICK. The sole member from the original lineup to return for the sixth and seventh seasons was Tucker, although Ross Hull returned for the concluding miniseries, which notably broke from the show's established format by blurring the line between story and ""reality"".",/hcVvglRh3l38IRhhtawlT2nUDY8.jpg
81821,100 Days My Prince,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",/5GoF6fZGqEycUqgcCNmBCN3OdWM.jpg
43982,Line of Duty,"A drama about the investigations of AC-12, a controversial police anticorruption unit.",/ysGUKnnR1pGYIndjXWcjupGbWpS.jpg
4604,Smallville,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,/pUhJGETy2sec4vEkiqJ9eGeIywc.jpg
1778,Zoey 101,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",/3eOM57RTccTSvqcYFhWwm9DAba8.jpg
1416,Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,/zPIug5giU8oug6Xes5K1sTfQJxY.jpg
88042,O Maidens in Your Savage Season,"The girls in a high school literature club do a little icebreaker to get to know each other: answering the question, ""What's one thing you want to do before you die?"" One of the girls blurts out, ""Sex."" Little do they know, the whirlwind unleashed by that word pushes each of these girls, with different backgrounds and personalities, onto their own clumsy, funny, painful, and emotional paths toward adulthood.",/woxT7a6VTElGzrxFH19WDmN7gQ7.jpg
34899,Magnificent Century,"At the age of 26, when his reign began, Sultan Süleyman sought to build an empire more powerful than Alexander the Great and to render the Ottomans invincible. Throughout his 46-year reign, his fame as the greatest warrior and ruler of his age spreads both to the East and West.  With his companion Pargalı İbrahim, Süleyman achieves great victories, and makes his name known in the Muslim World. Süleyman called İbrahim his brother, friend and advisor. The television series shows Süleyman's consolidation of his power: Pargalı İbrahim being grand minister of state, reinforcing the rule of law throughout the empire, meeting foreign diplomats, and preparing for military campaigns, all set against the backdrop of the tension between Christian Europe and the Ottoman Empire.",/k84vPy6RpXEaU8Gd6c6QmA7YMtT.jpg
1972,Battlestar Galactica,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",/99PJSbcO2LeM10uOGWeFihNp77j.jpg
102903,Control Z,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",/fl6S0hvaYvFeRYGniMm9KzNg3AN.jpg
60797,Scorpion,"Based on a true story, Scorpion is a high-octane drama about eccentric genius Walter O’Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security’s new think tank, O’Brien’s “Scorpion” team includes Toby Curtis, an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru.",/hzeirSF6bRjssDh5JFrm5WRwFLd.jpg
48891,Brooklyn Nine-Nine,"A single-camera ensemble comedy following the lives of an eclectic group of detectives in a New York precinct, including one slacker who is forced to shape up when he gets a new boss.",/hgRMSOt7a1b8qyQR68vUixJPang.jpg
46195,Monogatari,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.",/zCEjjb1NH3LLsWeZx47wOeqkezf.jpg
3215,Coffee Prince,"Han-gyeol is a smart young man who hates to be tied down to one career in his life. Abhorring the idea of joining the family business, he is ordered by his grandmother to manage a cafe. Unable to disobey his grandmother, he reluctantly takes over the responsibility of running a cafe and begins to immerse himself in the gourmet coffee business. One day, he meets Eun-chan, whom he mistakes as a boy, and learns the meaning of true love...",/6tKNlAXwKfRzLeuBOomr1N9gRsU.jpg
99080,Peter Grill and the Philosopher's Time,"Upon winning a fighting tournament and being crowned the world’s strongest warrior, Peter Grill discovers a downside to his newfound fame. Women of all species, from ogres to elves, are scrambling over each other for his seed to ensure they have the strongest babies possible. Poor Peter just wants to settle down with his lovey dovey fiancée, but he’ll have to outmatch, outwit, and outrun a harem of very determined monster girls to do so!",/ySLpzqCWSCacm9bDhLL6r2XG0Zi.jpg
87491,DC Super Hero Girls,"The world may know them as Wonder Woman, Supergirl and Batgirl, but not-so-typical teenagers Diana, Kara and Barbara, alongside their Super Hero friends have much more to deal with than just protecting Metropolis from some of the most sinister school-aged Super-Villains. After all, being teens is tough enough, what with school, friends, family and the chaos that comes with managing a social life. But add super powers and a secret identity to the mix, and things can get a lot more complicated.",/xpOW4hlnkqlIXrjkUHUWPF3Hws2.jpg
71365,Battlestar Galactica,"A re-imagining of the original series in which a ""rag-tag fugitive fleet"" of the last remnants of mankind flees pursuing robots while simultaneously searching for their true home, Earth.",/imTQ4nBdA68TVpLaWhhQJnb7NQh.jpg
71912,The Witcher,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",/7vjaCdMw15FEbXyLQTVa04URsPm.jpg
4629,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",/9Jegw0yle4x8jlmLNZon37Os27h.jpg
94280,Steven Universe Future,"After saving the universe, Steven is still at it, tying up every loose end. As he runs out of other people's problems to solve, he'll finally have to face his own.",/WtYiQk6432J0jCi61UQzLFtCCX.jpg
90814,Extracurricular,"Determined to escape a dead-end life, a gifted high school student turns to a world of serious crime to ensure he can pay for college.",/sgzV6RNvc3e7LyRdht11NTS6tVv.jpg
9907,Chowder,"It follows an aspiring young chef named Chowder and his day-to-day adventures as an apprentice in Mung Daal's catering company. Although he means well, Chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. He is also pestered by Panini, the apprentice of Mung's rival Endive, who wants Chowder to be her boyfriend, which he abhors.",/9o6H0I4laiJfjtJ4lbrAmToFPzm.jpg
37527,Chobits,"Tokyo is abuzz with persocoms – humanoid computers that are virtually perfect. The socially and technologically inept Hideki is dying to get his hands on one. When he finds Chii abandoned in the trash, she’s cuter than any current model he’s ever seen before. But when he gets her home and turns her on, she has no data and only a single learning program installed. While Hideki puts his whole heart into teaching Chii the ins and outs of humanity, a mystery unfolds as a dark secret within her awakens.",/qREebPjRrLjBoSGCP4v8Tz9OAOU.jpg
26867,Mushi-Shi,"They are neither plants nor animals. They differ from other forms of life such as the micro-organisms and the fungi. Instead they resemble the primeval body of life and are generally known as ""Mushi"". Their existence and appearance are unknown to many and only a limited number of humans are aware of them. Ginko is a ""Mushi-shi"" who travels around to investigate and find out more about the ""Mushi"". In the process, he also lends a helping hand to people who face problems with supernatural occurances which may be related to the ""Mushi"".",/ianYYQaLkksLGCfeisFNYJE7jIO.jpg
65494,The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",/7IbBxgYjpOp0i6BT1GRhrQ5EHBt.jpg
2207,Fawlty Towers,"Owner Basil Fawlty, his wife Sybil, a chambermaid Polly, and Spanish waiter Manuel attempt to run their hotel amidst farcical situations and an array of demanding guests.",/tvTYIjujN87dcKAmSLqcvAahykH.jpg
1981,Charmed,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg
4574,X-Men,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",/jRGOY8KvL7hHrJcfKfXe99C4pc5.jpg
1095,Ghost in the Shell: Stand Alone Complex,"In the future when technological enhancements and robotics are a way of life, Major Motoko Kusanagi and Section 9 take care of the jobs that are too difficult for the police. Section 9 employs hackers, sharpshooters, detectives and cyborgs all in an effort to thwart cyber criminals and their plans to attack the innocent.",/kmFw6PwdQzmMBIma1f3HbyXSD1H.jpg
64706,Prison School,"There was a time when the Hachimitsu Private Academy was a revered and elite all-girls' boarding school on the outskirts of Tokyo but a recent policy revision is allowing boys into the student body. On his first day, Kiyoshi Fujino discovers that he's one of only five boys enrolled at the school. Completely overwhelmed by the thousands of girls on campus, the few boys find that their situation is less than ideal.",/orHai1rrjIOVpSnzawWvlDYs6L.jpg
81355,When They See Us,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,/oPv3nNtkuc6EPEql5lgdOuQNHuG.jpg
90260,I Am Not Okay with This,"A teen navigates the complexities of high school, family and her sexuality while dealing with new superpowers. Based on Charles Forsman's graphic novel.",/kf3yX0ILNlLJ42X3lX2iYJ3QRp6.jpg
31251,Victorious,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,/eYdtvSuFbJWw0gM0vIshz8FY9W3.jpg
36983,Rosario + Vampire,"An ordinary high school boy fails to get into any private academy except one — which happens to be populated by supernatural creatures disguised as humans. To survive, he has to pretend that he is one of them and blend in.",/wbJmT1SjraMZY7BPLLvVMaCm9fl.jpg
75123,A Korean Odyssey,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,/7AJCemR9KHGEMvtaBVULJWbeodi.jpg
63333,The Last Kingdom,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",/wUFIEJCSmurmXPX0mP0cEgoltrk.jpg
31109,Ben 10: Ultimate Alien,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",/2YgXSWdHpRU3KzlK47tD6a3E6nY.jpg
12971,Dragon Ball Z,"After learning that he is from another planet, a warrior named Goku and his friends are prompted to defend it from an onslaught of extraterrestrial enemies.",/6VKOfL6ihwTiB5Vibq6QTfzhxA6.jpg
76773,Station 19,"A group of heroic firefighters at Seattle Fire Station 19—from captain to newest recruit—risk their lives and hearts both in the line of duty and off the clock. These brave men and women are like family, literally and figuratively, and together they put their own lives in jeopardy as first responders to save the lives of others.",/lcuCED5Ky2uM5VE6wILOwt5FEb0.jpg
99618,"So I'm a Spider, So What?","I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!",/oTbqSiJx2nxFJ8zSM8JLdkTUFKZ.jpg
91977,Motherland: Fort Salem,"Set in an alternate America where witches ended their persecution over 300 years ago by cutting a deal with the government to fight for their country, the series follows three young women from basic training in combat magic into early deployment.",/5314qmiuxOkgf3ZM9WjyZKs4RyK.jpg
